"11"," Finland","0.101","a","0.085","","0.088","","0.077","","0.073","","0.070","","0.067","","0.064","","0.063","","0.060","","0.057","","0.054","","0.047",""
"26"," France","0.185","a","0.162","","0.138","","0.107","","0.105","","0.091","","0.089","","0.087","","0.085","","0.081","","0.061","","0.055","","0.049",""
"119"," Gabon","0.622","a","0.603","","0.581","","0.553","","0.551","","0.545","","0.541","","0.541","","0.537","","0.536","","0.530","","..","","0.525",""
"172"," Gambia","0.757","a","0.750","","0.654","","0.658","","0.654","","0.651","","0.647","","0.634","","0.631","","0.627","","0.618","","0.614","","0.612",""
"61"," Georgia","0.431","a","0.409","","0.391","","0.406","","0.406","","0.364","","0.366","","0.362","","0.359","","0.335","","0.329","","0.327","","0.331",""
"6"," Germany","0.156","a","0.130","","0.117","","0.097","","0.093","","0.091","","0.083","","0.081","","0.076","","0.076","","0.084","","0.084","","0.084",""
"138"," Ghana","0.632","a","..","","0.574","","0.577","","0.576","","..","","0.559","","0.557","","0.556","","0.553","","0.542","","0.540","","0.538",""
"32"," Greece","0.284","a","0.221","","0.179","","0.157","","0.148","","0.135","","0.132","","0.127","","0.124","","0.126","","0.129","","0.125","","0.116",""
"127"," Guatemala","0.590","a","0.590","","0.585","","0.549","","0.539","","0.528","","0.528","","0.511","","0.509","","0.500","","0.505","","0.503","","0.479",""
"122"," Guyana","..","","0.550","","0.525","","0.498","","0.492","","0.491","","0.483","","0.479","","0.477","","0.472","","0.466","","0.463","","0.462",""
"170"," Haiti","..","","..","","0.593","","..","","0.632","","0.637","","0.635","","0.633","","0.632","","0.776","","0.639","","0.638","","0.636",""
"132"," Honduras","..","","0.521","","0.464","","0.470","","0.469","","0.466","","..","","0.434","","0.427","","0.424","","..","","0.425","","0.423",""
"40"," Hungary","0.322","a","0.293","","0.265","","0.244","","0.247","","0.241","","0.243","","0.235","","0.235","","0.239","","0.243","","0.230","","0.233",""
"4"," Iceland","0.184","a","0.148","","0.125","","0.099","","0.098","","0.093","","0.088","","0.083","","0.075","","0.066","","0.069","","0.063","","0.058",""
"131"," India","0.696","a","..","","0.624","","0.590","","0.585","","0.581","","0.573","","0.561","","0.550","","0.541","","0.525","","0.512","","0.488",""
"107"," Indonesia","0.574","a","0.563","","0.550","","0.508","","0.504","","0.500","","0.498","","0.500","","0.494","","0.491","","0.478","","0.474","","0.480",""
"70"," Iran (Islamic Republic of)","0.657","a","0.593","","0.511","","0.519","","0.516","","0.511","","0.512","","0.516","","0.507","","0.455","","0.451","","0.455","","0.459",""
"123"," Iraq","0.707","a","0.664","","..","","0.575","","0.572","","0.571","","0.572","","0.578","","0.566","","0.556","","0.584","","0.581","","0.577",""
"2"," Ireland","0.203","a","0.198","","0.191","","0.170","","0.153","","0.148","","0.139","","0.135","","0.128","","0.111","","0.105","","0.099","","0.093",""
"19"," Israel","0.244","a","0.197","","0.173","","0.149","","0.144","","0.140","","0.130","","0.127","","0.114","","0.111","","0.106","","0.102","","0.109",""
"29"," Italy","0.198","a","0.178","","0.176","","0.124","","0.120","","0.116","","0.090","","0.087","","0.086","","0.084","","0.081","","0.070","","0.069",""
"101"," Jamaica","0.474","a","0.457","","0.458","","0.443","","0.431","","0.428","","0.424","","0.417","","0.414","","0.404","","0.401","","0.399","","0.396",""
"19"," Japan","0.156","a","0.135","","0.146","","0.121","","0.120","","0.129","","0.130","","0.127","","0.121","","0.109","","0.103","","0.100","","0.094",""
"102"," Jordan","0.667","a","0.627","","0.560","","0.487","","0.488","","0.487","","0.485","","0.481","","0.481","","0.460","","0.455","","0.452","","0.450",""
"51"," Kazakhstan","0.444","a","0.400","","0.358","","0.275","","0.265","","0.240","","0.227","","0.218","","0.212","","0.196","","0.192","","0.191","","0.190",""
"143"," Kenya","0.707","a","0.692","","0.645","","0.594","","0.587","","0.582","","0.544","","0.540","","0.537","","0.534","","0.524","","0.521","","0.518",""
"23"," Korea (Republic of)","0.280","a","0.194","","0.110","","0.098","","0.094","","0.086","","0.085","","0.078","","0.076","","0.069","","0.067","","0.064","","0.064",""
"64"," Kuwait","0.588","a","0.586","","0.381","","0.228","","0.224","","0.241","","0.235","","0.330","","0.328","","0.312","","0.277","","0.274","","0.242",""
"120"," Kyrgyzstan","0.517","a","0.481","","0.676","","0.361","","0.367","","0.370","","0.375","","0.375","","0.389","","0.383","","0.378","","0.375","","0.369",""
"137"," Lao People's Democratic Republic","..","","0.580","","0.544","","0.509","","0.503","","0.496","","0.490","","0.483","","0.478","","0.467","","0.461","","0.460","","0.459",""
"37"," Latvia","0.419","a","0.286","","0.240","","0.231","","0.221","","0.209","","0.219","","0.223","","0.217","","0.226","","0.212","","0.173","","0.176",""
"92"," Lebanon","..","","..","","..","","0.424","","0.430","","0.432","","0.439","","0.444","","0.448","","0.446","","0.444","","0.413","","0.411",""
"165"," Lesotho","0.586","a","0.586","","0.578","","0.566","","0.563","","0.557","","0.557","","0.555","","0.558","","0.550","","0.552","","0.553","","0.553",""
"175"," Liberia","..","","0.687","","0.669","","0.656","","0.665","","0.659","","0.657","","0.657","","0.660","","0.656","","0.657","","0.650","","0.650",""
"105"," Libya","..","","..","","0.339","","0.287","","..","","0.238","","0.241","","0.248","","0.256","","0.257","","0.254","","0.253","","0.252",""
"34"," Lithuania","0.329","a","0.286","","0.196","","0.168","","0.165","","0.145","","0.142","","0.137","","0.133","","0.134","","0.131","","0.128","","0.124",""
"23"," Luxembourg","0.195","a","0.158","","0.138","","0.126","","0.107","","0.110","","0.090","","0.084","","0.077","","0.073","","0.068","","0.082","","0.065",""
"174"," Malawi","0.712","a","0.683","","0.651","","0.603","","0.596","","0.591","","0.587","","0.596","","0.594","","0.589","","0.585","","0.582","","0.565",""
"62"," Malaysia","0.357","a","0.304","","0.285","","0.273","","0.277","","0.274","","0.268","","0.265","","0.270","","0.264","","0.263","","0.251","","0.253",""
"95"," Maldives","0.634","a","0.519","","0.410","","0.405","","0.392","","0.383","","0.375","","0.373","","0.368","","0.366","","0.360","","0.358","","0.369",""
"184"," Mali","0.710","a","0.709","","0.706","","0.672","","0.676","","0.677","","..","","0.680","","0.681","","0.678","","0.675","","0.675","","0.671",""
"28"," Malta","0.308","a","0.293","","0.288","","0.266","","0.259","","0.245","","0.202","","0.194","","0.196","","0.192","","0.194","","0.191","","0.175",""
"157"," Mauritania","0.805","a","0.755","","..","","0.663","","0.659","","0.655","","..","","0.642","","0.640","","0.637","","0.627","","0.635","","0.634",""
"66"," Mauritius","0.490","a","0.479","","0.392","","0.390","","0.375","","0.382","","0.370","","0.377","","0.403","","0.395","","0.386","","0.382","","0.347",""
"74"," Mexico","0.485","a","0.469","","0.430","","0.403","","0.394","","0.368","","0.362","","0.359","","0.347","","0.341","","0.336","","0.324","","0.322",""
"90"," Moldova (Republic of)","0.480","a","0.412","","0.284","","0.274","","0.245","","0.246","","0.242","","0.255","","0.237","","0.227","","0.219","","0.214","","0.204",""
"99"," Mongolia","0.502","a","0.449","","0.414","","0.409","","0.407","","0.319","","0.321","","0.322","","0.326","","0.317","","0.318","","0.320","","0.322",""
"48"," Montenegro","..","","..","","..","","0.217","","0.205","","0.175","","0.176","","0.165","","0.158","","0.135","","0.131","","0.127","","0.109",""
"121"," Morocco","0.722","a","0.700","","0.564","","0.533","","0.499","","0.496","","0.492","","0.492","","0.471","","0.460","","0.458","","0.455","","0.454",""
"181"," Mozambique","..","","0.627","","0.608","","0.582","","0.573","","0.565","","0.559","","..","","0.546","","0.542","","0.528","","0.527","","0.523",""
"147"," Myanmar","..","","..","","..","","0.533","","0.549","","0.525","","0.524","","0.526","","0.466","","0.481","","0.484","","0.483","","0.478",""
"130"," Namibia","0.546","a","0.544","","0.519","","0.502","","0.499","","0.493","","0.487","","..","","0.463","","0.460","","0.451","","0.441","","0.440",""
"142"," Nepal","0.714","a","0.669","","0.647","","0.525","","0.516","","0.507","","..","","0.494","","0.493","","0.477","","0.467","","0.456","","0.452",""
"8"," Netherlands","0.109","a","0.091","","0.083","","0.054","","0.051","","0.051","","0.049","","0.048","","0.048","","0.046","","0.045","","0.043","","0.043",""
"14"," New Zealand","0.222","a","0.190","","0.170","","0.174","","0.165","","0.161","","0.157","","0.157","","0.149","","0.147","","0.133","","0.129","","0.123",""
"128"," Nicaragua","0.626","a","0.593","","0.518","","0.494","","0.456","","0.453","","0.450","","0.444","","0.442","","0.433","","0.429","","0.429","","0.428",""
"189"," Niger","0.801","a","0.797","","0.703","","..","","0.683","","0.678","","0.674","","0.670","","0.668","","0.659","","0.646","","0.645","","0.642",""
"82"," North Macedonia","..","","..","","..","","..","","..","","..","","..","","..","","0.162","","0.162","","0.152","","0.147","","0.143",""
"1"," Norway","0.121","a","0.108","","0.085","","0.075","","0.071","","0.067","","0.062","","0.058","","0.054","","0.052","","0.048","","0.046","","0.045",""
"60"," Oman","..","","..","","0.387","","0.328","","0.321","","0.319","","0.317","","0.314","","0.325","","0.319","","0.317","","0.315","","0.306",""
"154"," Pakistan","0.766","a","..","","0.601","","0.572","","0.570","","0.555","","0.554","","0.548","","0.541","","0.539","","0.538","","0.540","","0.538",""
"57"," Panama","0.525","a","0.513","","0.476","","0.504","","0.504","","0.498","","0.488","","0.435","","0.432","","0.427","","0.422","","0.416","","0.407",""
"155"," Papua New Guinea","0.657","a","0.650","","0.667","","0.650","","0.647","","0.588","","0.584","","0.580","","0.577","","0.573","","0.728","","0.726","","0.725",""
"103"," Paraguay","0.587","a","0.555","","0.531","","0.494","","0.485","","0.473","","0.453","","0.457","","0.455","","0.452","","0.453","","0.450","","0.446",""
"79"," Peru","0.549","a","..","","0.464","","0.430","","0.440","","0.436","","0.432","","0.428","","0.425","","0.408","","0.411","","0.401","","0.395",""
"107"," Philippines","0.503","a","0.493","","0.481","","0.457","","0.454","","0.454","","0.441","","0.439","","0.436","","0.431","","0.432","","0.429","","0.430",""
"35"," Poland","0.252","a","0.205","","0.164","","0.170","","0.156","","0.154","","0.153","","0.150","","0.141","","0.137","","0.131","","0.126","","0.115",""
"38"," Portugal","0.221","a","0.190","","0.170","","0.135","","0.129","","0.124","","0.115","","0.110","","0.099","","0.095","","0.090","","0.085","","0.075",""
"45"," Qatar","..","","..","","..","","0.557","","0.535","","0.536","","0.538","","0.530","","0.524","","0.521","","0.188","","0.187","","0.185",""
"49"," Romania","0.479","a","..","","0.357","","0.357","","0.345","","0.329","","0.320","","0.318","","0.317","","0.317","","0.279","","0.279","","0.276",""
"52"," Russian Federation","0.467","a","0.422","","0.359","","0.305","","0.298","","0.288","","0.279","","0.273","","0.256","","0.254","","0.236","","0.231","","0.225",""
"160"," Rwanda","0.583","a","0.554","","0.495","","0.445","","0.438","","0.434","","0.422","","0.417","","0.412","","0.407","","0.404","","0.403","","0.402",""
"86"," Saint Lucia","..","","..","","..","","..","","..","","..","","0.417","","0.412","","0.408","","0.407","","0.405","","0.403","","0.401",""
"111"," Samoa","..","","0.469","","0.459","","0.417","","0.453","","0.448","","0.440","","0.411","","0.406","","0.371","","0.366","","0.363","","0.360",""
"135"," Sao Tome and Principe","..","","..","","..","","0.538","","0.536","","0.534","","0.532","","0.531","","0.530","","0.528","","0.527","","0.537","","0.537",""
"40"," Saudi Arabia","..","","..","","0.679","","0.646","","0.638","","0.634","","0.293","","0.288","","0.277","","0.265","","0.262","","0.258","","0.252",""
"168"," Senegal","0.650","a","0.646","","0.638","","0.593","","0.587","","0.557","","0.550","","0.545","","0.542","","0.539","","0.537","","0.535","","0.533",""
"64"," Serbia","..","","..","","..","","0.199","","0.196","","0.168","","0.165","","0.160","","0.163","","0.151","","0.146","","0.141","","0.132",""
"182"," Sierra Leone","..","","0.697","","0.670","","0.665","","0.662","","0.660","","0.657","","0.655","","0.653","","0.650","","0.648","","0.646","","0.644",""
"11"," Singapore","0.240","a","0.253","","0.155","","0.094","","0.092","","0.082","","0.078","","0.070","","0.067","","0.066","","0.067","","0.066","","0.065",""
"39"," Slovakia","0.248","a","0.219","","0.189","","0.195","","0.195","","0.185","","0.186","","0.186","","0.186","","0.182","","0.185","","0.188","","0.191",""
"22"," Slovenia","0.252","a","..","","0.134","","0.126","","0.077","","0.072","","0.072","","0.065","","0.063","","0.059","","0.055","","0.072","","0.063",""
"114"," South Africa","0.490","a","0.470","","0.464","","0.439","","0.436","","0.429","","0.423","","0.421","","0.419","","0.417","","0.414","","0.411","","0.406",""
"25"," Spain","0.157","a","0.119","","0.117","","0.115","","0.108","","0.103","","0.097","","0.090","","0.084","","0.080","","0.078","","0.076","","0.070",""
"72"," Sri Lanka","0.474","a","..","","0.442","","0.415","","0.409","","0.412","","0.405","","0.404","","0.412","","0.399","","0.398","","0.396","","0.401",""
"170"," Sudan","0.727","a","..","","0.664","","0.616","","0.609","","0.601","","0.593","","0.585","","0.564","","0.557","","0.549","","0.544","","0.545",""
"97"," Suriname","..","","..","","0.497","","0.525","","0.509","","0.504","","0.500","","0.495","","0.452","","0.453","","0.451","","0.449","","0.436",""
"7"," Sweden","0.090","a","0.061","","0.052","","0.050","","0.049","","0.048","","0.047","","0.046","","0.045","","0.044","","0.044","","0.041","","0.039",""
"2"," Switzerland","0.117","a","0.094","","0.073","","0.062","","0.061","","0.058","","0.052","","0.049","","0.047","","0.044","","0.041","","0.039","","0.025",""
"151"," Syrian Arab Republic","0.503","a","0.481","","0.490","","0.513","","0.511","","0.508","","0.505","","0.502","","0.494","","0.486","","0.485","","0.483","","0.482",""
"125"," Tajikistan","0.570","a","0.419","","0.348","","0.334","","0.330","","0.326","","0.322","","0.326","","0.324","","0.300","","0.308","","0.312","","0.314",""
"163"," Tanzania (United Republic of)","0.655","a","..","","0.597","","..","","0.577","","0.575","","0.572","","0.568","","0.565","","0.560","","0.557","","0.556","","0.556",""
"79"," Thailand","0.434","a","0.435","","0.386","","0.364","","0.357","","0.357","","0.361","","0.423","","0.424","","0.419","","0.432","","0.424","","0.359",""
"167"," Togo","0.732","a","0.662","","0.640","","0.613","","0.608","","0.605","","0.585","","0.576","","0.577","","0.574","","0.572","","0.570","","0.573",""
"104"," Tonga","0.678","a","0.666","","0.451","","0.643","","0.426","","0.424","","0.422","","0.635","","0.632","","0.630","","0.357","","0.357","","0.354",""
"67"," Trinidad and Tobago","0.440","a","..","","0.368","","0.360","","0.359","","0.358","","0.354","","0.354","","0.340","","0.334","","0.333","","0.331","","0.323",""
"95"," Tunisia","0.515","a","0.412","","0.312","","0.286","","0.280","","0.280","","0.280","","0.272","","0.275","","0.275","","0.271","","0.273","","0.296",""
"54"," Turkey","0.604","a","0.554","","0.531","","0.427","","0.387","","0.378","","0.362","","0.355","","0.339","","0.334","","0.325","","0.308","","0.306",""
"159"," Uganda","0.651","a","0.644","","0.595","","0.571","","0.560","","0.555","","0.551","","0.547","","0.544","","0.543","","0.538","","0.537","","0.535",""
"74"," Ukraine","0.480","a","0.388","","0.379","","0.334","","0.327","","0.319","","0.313","","0.302","","0.288","","0.282","","0.273","","0.270","","0.234",""
"31"," United Arab Emirates","0.635","a","0.609","","0.592","","0.233","","0.236","","0.226","","0.215","","0.203","","0.175","","0.162","","0.158","","0.142","","0.079",""
"13"," United Kingdom","0.230","a","0.201","","0.200","","0.183","","0.176","","0.172","","0.167","","0.161","","0.147","","0.142","","0.131","","0.124","","0.118",""
"17"," United States","0.305","a","..","","0.263","","0.259","","0.255","","0.250","","0.245","","0.235","","0.238","","0.236","","0.229","","0.211","","0.204",""
"55"," Uruguay","0.432","a","0.377","","0.362","","0.318","","0.326","","0.326","","0.332","","0.330","","0.302","","0.300","","0.286","","0.285","","0.288",""
"106"," Uzbekistan","..","","..","","..","","0.261","","0.268","","0.273","","0.275","","0.276","","0.290","","0.288","","0.288","","0.288","","0.288",""
"113"," Venezuela (Bolivarian Republic of)","0.555","a","..","","0.488","","0.487","","0.486","","0.485","","0.483","","0.482","","0.483","","0.498","","0.478","","0.479","","0.479",""
"117"," Viet Nam","0.367","a","0.333","","0.308","","0.308","","0.314","","0.313","","0.315","","0.316","","0.319","","0.308","","0.302","","0.299","","0.296",""
"179"," Yemen","..","","0.807","","0.796","","0.799","","0.800","","0.803","","0.805","","0.809","","0.819","","0.814","","0.813","","0.811","","0.795",""
"146"," Zambia","0.647","a","0.652","","0.627","","0.596","","0.599","","0.594","","0.589","","0.587","","0.573","","0.548","","0.542","","0.539","","0.539",""
"150"," Zimbabwe","0.596","a","0.626","","0.593","","0.595","","0.590","","0.587","","0.551","","0.548","","0.546","","0.541","","0.533","","0.532","","0.527",""
"36"," Andorra","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"78"," Antigua and Barbuda","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"156"," Comoros","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"166"," Djibouti","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"94"," Dominica","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"180"," Eritrea","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"136"," Micronesia (Federated States of)","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"178"," Guinea","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"175"," Guinea-Bissau","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"145"," Equatorial Guinea","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"74"," Grenada","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"4"," Hong Kong, China (SAR)","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"134"," Kiribati","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"74"," Saint Kitts and Nevis","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"19"," Liechtenstein","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"164"," Madagascar","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"117"," Marshall Islands","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"161"," Nigeria","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"50"," Palau","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"115"," Palestine, State of","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"151"," Solomon Islands","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"185"," South Sudan","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"67"," Seychelles","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"111"," Turkmenistan","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"141"," Timor-Leste","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"97"," Saint Vincent and the Grenadines","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"140"," Vanuatu","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"","Human Development","","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Very high human development","0.330","","0.290","","0.256","","0.228","","0.220","","0.214","","0.206","","0.201","","0.196","","0.189","","0.181","","0.175","","0.173",""
" ","High human development","..","","0.422","","0.389","","0.364","","0.359","","0.354","","0.344","","0.340","","0.337","","0.335","","0.334","","0.331","","0.340",""
