country,country_code,nutslevel,nuts2,regionname,type,year,party_abbreviation,party_english,party_native,partyfacts_id,partyvote,electorate,totalvote,validvote
Austria,AT,2,AT11,Burgenland,EP,2009,FPO,FREEDOM PARTY OF AUSTRIA,FREIHEITLICHE PARTEI OSTERREICHS,463,13751,231698,121616,118067
Austria,AT,2,AT11,Burgenland,EP,2009,GRUNE,THE GREENS -- THE GREEN ALTERNATIVE,DIE GRUNEN - DIE GRUNE ALTERNATIVE,1659,5185,231698,121616,118067
Austria,AT,2,AT11,Burgenland,EP,2009,LDM,NA,NA,NA,19044,231698,121616,118067
Austria,AT,2,AT11,Burgenland,EP,2009,OTHER,NA,NA,NA,849,231698,121616,118067
Austria,AT,2,AT11,Burgenland,EP,2009,OVP,AUSTRIAN PEOPLE'S PARTY,OSTERREICHISCHE VOLKSPARTEI,1329,36402,231698,121616,118067
Austria,AT,2,AT11,Burgenland,EP,2009,SPO,SOCIAL DEMOCRATIC PARTY OF AUSTRIA,SOZIALDEMOKRATISCHE PARTEI OSTERREICHS,1384,40143,231698,121616,118067
Austria,AT,2,AT11,Burgenland,EP,2014,ANDERS,NA,NA,NA,1393,233920,125533,120344
Austria,AT,2,AT11,Burgenland,EP,2014,EUSTOP,NA,NA,NA,2976,233920,125533,120344
Austria,AT,2,AT11,Burgenland,EP,2014,FPO,FREEDOM PARTY OF AUSTRIA,FREIHEITLICHE PARTEI OSTERREICHS,463,21446,233920,125533,120344
Austria,AT,2,AT11,Burgenland,EP,2014,GRUNE,THE GREENS -- THE GREEN ALTERNATIVE,DIE GRUNEN - DIE GRUNE ALTERNATIVE,1659,9686,233920,125533,120344
Austria,AT,2,AT11,Burgenland,EP,2014,NEOS,NEOS  THE NEW AUSTRIA,NEOS - DAS NEUE OSTERREICH,1970,5955,233920,125533,120344
Austria,AT,2,AT11,Burgenland,EP,2014,OTHER,NA,NA,NA,280,233920,125533,120344
Austria,AT,2,AT11,Burgenland,EP,2014,OVP,AUSTRIAN PEOPLE'S PARTY,OSTERREICHISCHE VOLKSPARTEI,1329,37331,233920,125533,120344
Austria,AT,2,AT11,Burgenland,EP,2014,REKOS,THE REFORM CONSERVATIVES,DIE REFORMKONSERVATIVEN,2991,916,233920,125533,120344
Austria,AT,2,AT11,Burgenland,EP,2014,SPO,SOCIAL DEMOCRATIC PARTY OF AUSTRIA,SOZIALDEMOKRATISCHE PARTEI OSTERREICHS,1384,40361,233920,125533,120344
Austria,AT,2,AT11,Burgenland,EP,2019,EUROPA,NA,NA,NA,1011,234609,155364,151958
Austria,AT,2,AT11,Burgenland,EP,2019,FPO,FREEDOM PARTY OF AUSTRIA,FREIHEITLICHE PARTEI OSTERREICHS,463,26649,234609,155364,151958
Austria,AT,2,AT11,Burgenland,EP,2019,GRUNE,THE GREENS -- THE GREEN ALTERNATIVE,DIE GRUNEN - DIE GRUNE ALTERNATIVE,1659,11819,234609,155364,151958
Austria,AT,2,AT11,Burgenland,EP,2019,NEOS,NEOS  THE NEW AUSTRIA,NEOS - DAS NEUE OSTERREICH,1970,7861,234609,155364,151958
Austria,AT,2,AT11,Burgenland,EP,2019,OTHER,NA,NA,NA,663,234609,155364,151958
Austria,AT,2,AT11,Burgenland,EP,2019,OVP,AUSTRIAN PEOPLE'S PARTY,OSTERREICHISCHE VOLKSPARTEI,1329,53809,234609,155364,151958
Austria,AT,2,AT11,Burgenland,EP,2019,SPO,SOCIAL DEMOCRATIC PARTY OF AUSTRIA,SOZIALDEMOKRATISCHE PARTEI OSTERREICHS,1384,50146,234609,155364,151958
Austria,AT,2,AT12,Niederösterreich,EP,1996,FPO,FREEDOM PARTY OF AUSTRIA,FREIHEITLICHE PARTEI OSTERREICHS,463,183478,1124507,832827,793370
Austria,AT,2,AT12,Niederösterreich,EP,1996,GRUNE,THE GREENS -- THE GREEN ALTERNATIVE,DIE GRUNEN - DIE GRUNE ALTERNATIVE,1659,41616,1124507,832827,793370
Austria,AT,2,AT12,Niederösterreich,EP,1996,LIF,LIBERAL FORUM,LIBERALES FORUM,605,32891,1124507,832827,793370
Austria,AT,2,AT12,Niederösterreich,EP,1996,N,CITIZENS' INITIATIVE FOR THE RETENTION OF NEUTRALITY,DIE NEUTRALEN - BURGERINITIATIVE,1814,10702,1124507,832827,793370
Austria,AT,2,AT12,Niederösterreich,EP,1996,OTHER,NA,NA,NA,9343,1124507,832827,793370
Austria,AT,2,AT12,Niederösterreich,EP,1996,OVP,AUSTRIAN PEOPLE'S PARTY,OSTERREICHISCHE VOLKSPARTEI,1329,282712,1124507,832827,793370
Austria,AT,2,AT12,Niederösterreich,EP,1996,SPO,SOCIAL DEMOCRATIC PARTY OF AUSTRIA,SOZIALDEMOKRATISCHE PARTEI OSTERREICHS,1384,232628,1124507,832827,793370
Austria,AT,2,AT12,Niederösterreich,EP,1999,CSA,NA,NA,NA,9367,1140076,714580,680831
Austria,AT,2,AT12,Niederösterreich,EP,1999,FPO,FREEDOM PARTY OF AUSTRIA,FREIHEITLICHE PARTEI OSTERREICHS,463,136361,1140076,714580,680831
Austria,AT,2,AT12,Niederösterreich,EP,1999,GRUNE,THE GREENS -- THE GREEN ALTERNATIVE,DIE GRUNEN - DIE GRUNE ALTERNATIVE,1659,50007,1140076,714580,680831
Austria,AT,2,AT12,Niederösterreich,EP,1999,LIF,LIBERAL FORUM,LIBERALES FORUM,605,15114,1140076,714580,680831
Austria,AT,2,AT12,Niederösterreich,EP,1999,OTHER,NA,NA,NA,4296,1140076,714580,680831
Austria,AT,2,AT12,Niederösterreich,EP,1999,OVP,AUSTRIAN PEOPLE'S PARTY,OSTERREICHISCHE VOLKSPARTEI,1329,245967,1140076,714580,680831
Austria,AT,2,AT12,Niederösterreich,EP,1999,SPO,SOCIAL DEMOCRATIC PARTY OF AUSTRIA,SOZIALDEMOKRATISCHE PARTEI OSTERREICHS,1384,219719,1140076,714580,680831
Austria,AT,2,AT12,Niederösterreich,EP,2004,FPO,FREEDOM PARTY OF AUSTRIA,FREIHEITLICHE PARTEI OSTERREICHS,463,25280,1186012,643088,620740
Austria,AT,2,AT12,Niederösterreich,EP,2004,GRUNE,THE GREENS -- THE GREEN ALTERNATIVE,DIE GRUNEN - DIE GRUNE ALTERNATIVE,1659,58409,1186012,643088,620740
Austria,AT,2,AT12,Niederösterreich,EP,2004,LDM,NA,NA,NA,92664,1186012,643088,620740
Austria,AT,2,AT12,Niederösterreich,EP,2004,OTHER,NA,NA,NA,3108,1186012,643088,620740
Austria,AT,2,AT12,Niederösterreich,EP,2004,OVP,AUSTRIAN PEOPLE'S PARTY,OSTERREICHISCHE VOLKSPARTEI,1329,233238,1186012,643088,620740
Austria,AT,2,AT12,Niederösterreich,EP,2004,SPO,SOCIAL DEMOCRATIC PARTY OF AUSTRIA,SOZIALDEMOKRATISCHE PARTEI OSTERREICHS,1384,208041,1186012,643088,620740
Austria,AT,2,AT12,Niederösterreich,EP,2009,BZO,ALLIANCE FOR THE FUTURE OF AUSTRIA,BUNDNIS ZUKUNFT OSTERREICH,599,19090,1266289,670656,651851
Austria,AT,2,AT12,Niederösterreich,EP,2009,FPO,FREEDOM PARTY OF AUSTRIA,FREIHEITLICHE PARTEI OSTERREICHS,463,83328,1266289,670656,651851
Austria,AT,2,AT12,Niederösterreich,EP,2009,GRUNE,THE GREENS -- THE GREEN ALTERNATIVE,DIE GRUNEN - DIE GRUNE ALTERNATIVE,1659,44030,1266289,670656,651851
Austria,AT,2,AT12,Niederösterreich,EP,2009,LDM,NA,NA,NA,119814,1266289,670656,651851
Austria,AT,2,AT12,Niederösterreich,EP,2009,OTHER,NA,NA,NA,7046,1266289,670656,651851
Austria,AT,2,AT12,Niederösterreich,EP,2009,OVP,AUSTRIAN PEOPLE'S PARTY,OSTERREICHISCHE VOLKSPARTEI,1329,226799,1266289,670656,651851
Austria,AT,2,AT12,Niederösterreich,EP,2009,SPO,SOCIAL DEMOCRATIC PARTY OF AUSTRIA,SOZIALDEMOKRATISCHE PARTEI OSTERREICHS,1384,151744,1266289,670656,651851
Austria,AT,2,AT12,Niederösterreich,EP,2014,ANDERS,NA,NA,NA,11399,1284727,702716,673844
Austria,AT,2,AT12,Niederösterreich,EP,2014,EUSTOP,NA,NA,NA,21882,1284727,702716,673844
Austria,AT,2,AT12,Niederösterreich,EP,2014,FPO,FREEDOM PARTY OF AUSTRIA,FREIHEITLICHE PARTEI OSTERREICHS,463,128076,1284727,702716,673844
Austria,AT,2,AT12,Niederösterreich,EP,2014,GRUNE,THE GREENS -- THE GREEN ALTERNATIVE,DIE GRUNEN - DIE GRUNE ALTERNATIVE,1659,75257,1284727,702716,673844
Austria,AT,2,AT12,Niederösterreich,EP,2014,NEOS,NEOS  THE NEW AUSTRIA,NEOS - DAS NEUE OSTERREICH,1970,50085,1284727,702716,673844
Austria,AT,2,AT12,Niederösterreich,EP,2014,OTHER,NA,NA,NA,2335,1284727,702716,673844
Austria,AT,2,AT12,Niederösterreich,EP,2014,OVP,AUSTRIAN PEOPLE'S PARTY,OSTERREICHISCHE VOLKSPARTEI,1329,222078,1284727,702716,673844
Austria,AT,2,AT12,Niederösterreich,EP,2014,REKOS,THE REFORM CONSERVATIVES,DIE REFORMKONSERVATIVEN,2991,7813,1284727,702716,673844
Austria,AT,2,AT12,Niederösterreich,EP,2014,SPO,SOCIAL DEMOCRATIC PARTY OF AUSTRIA,SOZIALDEMOKRATISCHE PARTEI OSTERREICHS,1384,154919,1284727,702716,673844
Austria,AT,2,AT12,Niederösterreich,EP,2019,EUROPA,NA,NA,NA,7811,1295527,870508,853764
Austria,AT,2,AT12,Niederösterreich,EP,2019,FPO,FREEDOM PARTY OF AUSTRIA,FREIHEITLICHE PARTEI OSTERREICHS,463,152023,1295527,870508,853764
Austria,AT,2,AT12,Niederösterreich,EP,2019,GRUNE,THE GREENS -- THE GREEN ALTERNATIVE,DIE GRUNEN - DIE GRUNE ALTERNATIVE,1659,89730,1295527,870508,853764
Austria,AT,2,AT12,Niederösterreich,EP,2019,NEOS,NEOS  THE NEW AUSTRIA,NEOS - DAS NEUE OSTERREICH,1970,66318,1295527,870508,853764
Austria,AT,2,AT12,Niederösterreich,EP,2019,OTHER,NA,NA,NA,5037,1295527,870508,853764
Austria,AT,2,AT12,Niederösterreich,EP,2019,OVP,AUSTRIAN PEOPLE'S PARTY,OSTERREICHISCHE VOLKSPARTEI,1329,342105,1295527,870508,853764
Austria,AT,2,AT12,Niederösterreich,EP,2019,SPO,SOCIAL DEMOCRATIC PARTY OF AUSTRIA,SOZIALDEMOKRATISCHE PARTEI OSTERREICHS,1384,190740,1295527,870508,853764
Austria,AT,2,AT13,Wien,EP,1996,FPO,FREEDOM PARTY OF AUSTRIA,FREIHEITLICHE PARTEI OSTERREICHS,463,179487,1118096,767248,736174
Austria,AT,2,AT13,Wien,EP,1996,GRUNE,THE GREENS -- THE GREEN ALTERNATIVE,DIE GRUNEN - DIE GRUNE ALTERNATIVE,1659,74236,1118096,767248,736174
Austria,AT,2,AT13,Wien,EP,1996,LIF,LIBERAL FORUM,LIBERALES FORUM,605,48362,1118096,767248,736174
Austria,AT,2,AT13,Wien,EP,1996,N,CITIZENS' INITIATIVE FOR THE RETENTION OF NEUTRALITY,DIE NEUTRALEN - BURGERINITIATIVE,1814,10689,1118096,767248,736174
Austria,AT,2,AT13,Wien,EP,1996,OTHER,NA,NA,NA,12339,1118096,767248,736174
Austria,AT,2,AT13,Wien,EP,1996,OVP,AUSTRIAN PEOPLE'S PARTY,OSTERREICHISCHE VOLKSPARTEI,1329,160440,1118096,767248,736174
Austria,AT,2,AT13,Wien,EP,1996,SPO,SOCIAL DEMOCRATIC PARTY OF AUSTRIA,SOZIALDEMOKRATISCHE PARTEI OSTERREICHS,1384,250621,1118096,767248,736174
Austria,AT,2,AT13,Wien,EP,1999,CSA,NA,NA,NA,7684,1107978,464385,454428
Austria,AT,2,AT13,Wien,EP,1999,FPO,FREEDOM PARTY OF AUSTRIA,FREIHEITLICHE PARTEI OSTERREICHS,463,100439,1107978,464385,454428
Austria,AT,2,AT13,Wien,EP,1999,GRUNE,THE GREENS -- THE GREEN ALTERNATIVE,DIE GRUNEN - DIE GRUNE ALTERNATIVE,1659,68206,1107978,464385,454428
Austria,AT,2,AT13,Wien,EP,1999,KPO,COMMUNIST PARTY OF AUSTRIA,KOMMUNISTISCHE PARTEI OSTERREICHS,996,6773,1107978,464385,454428
Austria,AT,2,AT13,Wien,EP,1999,LIF,LIBERAL FORUM,LIBERALES FORUM,605,24620,1107978,464385,454428
Austria,AT,2,AT13,Wien,EP,1999,OVP,AUSTRIAN PEOPLE'S PARTY,OSTERREICHISCHE VOLKSPARTEI,1329,90327,1107978,464385,454428
Austria,AT,2,AT13,Wien,EP,1999,SPO,SOCIAL DEMOCRATIC PARTY OF AUSTRIA,SOZIALDEMOKRATISCHE PARTEI OSTERREICHS,1384,156379,1107978,464385,454428
Austria,AT,2,AT13,Wien,EP,2004,FPO,FREEDOM PARTY OF AUSTRIA,FREIHEITLICHE PARTEI OSTERREICHS,463,21992,1124890,405208,398644
Austria,AT,2,AT13,Wien,EP,2004,GRUNE,THE GREENS -- THE GREEN ALTERNATIVE,DIE GRUNEN - DIE GRUNE ALTERNATIVE,1659,88600,1124890,405208,398644
Austria,AT,2,AT13,Wien,EP,2004,LDM,NA,NA,NA,55470,1124890,405208,398644
Austria,AT,2,AT13,Wien,EP,2004,LINKE,NA,NA,NA,6757,1124890,405208,398644
Austria,AT,2,AT13,Wien,EP,2004,OVP,AUSTRIAN PEOPLE'S PARTY,OSTERREICHISCHE VOLKSPARTEI,1329,75674,1124890,405208,398644
Austria,AT,2,AT13,Wien,EP,2004,SPO,SOCIAL DEMOCRATIC PARTY OF AUSTRIA,SOZIALDEMOKRATISCHE PARTEI OSTERREICHS,1384,150151,1124890,405208,398644
Austria,AT,2,AT13,Wien,EP,2009,BZO,ALLIANCE FOR THE FUTURE OF AUSTRIA,BUNDNIS ZUKUNFT OSTERREICH,599,12854,1162709,498531,491178
Austria,AT,2,AT13,Wien,EP,2009,FPO,FREEDOM PARTY OF AUSTRIA,FREIHEITLICHE PARTEI OSTERREICHS,463,75271,1162709,498531,491178
Austria,AT,2,AT13,Wien,EP,2009,GRUNE,THE GREENS -- THE GREEN ALTERNATIVE,DIE GRUNEN - DIE GRUNE ALTERNATIVE,1659,83525,1162709,498531,491178
Austria,AT,2,AT13,Wien,EP,2009,JULIS,NA,NA,NA,5814,1162709,498531,491178
Austria,AT,2,AT13,Wien,EP,2009,KPO,COMMUNIST PARTY OF AUSTRIA,KOMMUNISTISCHE PARTEI OSTERREICHS,996,6039,1162709,498531,491178
Austria,AT,2,AT13,Wien,EP,2009,LDM,NA,NA,NA,77858,1162709,498531,491178
Austria,AT,2,AT13,Wien,EP,2009,OVP,AUSTRIAN PEOPLE'S PARTY,OSTERREICHISCHE VOLKSPARTEI,1329,89500,1162709,498531,491178
Austria,AT,2,AT13,Wien,EP,2009,SPO,SOCIAL DEMOCRATIC PARTY OF AUSTRIA,SOZIALDEMOKRATISCHE PARTEI OSTERREICHS,1384,140317,1162709,498531,491178
Austria,AT,2,AT13,Wien,EP,2014,ANDERS,NA,NA,NA,19523,1163061,503284,493898
Austria,AT,2,AT13,Wien,EP,2014,EUSTOP,NA,NA,NA,11799,1163061,503284,493898
Austria,AT,2,AT13,Wien,EP,2014,FPO,FREEDOM PARTY OF AUSTRIA,FREIHEITLICHE PARTEI OSTERREICHS,463,89963,1163061,503284,493898
Austria,AT,2,AT13,Wien,EP,2014,GRUNE,THE GREENS -- THE GREEN ALTERNATIVE,DIE GRUNEN - DIE GRUNE ALTERNATIVE,1659,103249,1163061,503284,493898
Austria,AT,2,AT13,Wien,EP,2014,NEOS,NEOS  THE NEW AUSTRIA,NEOS - DAS NEUE OSTERREICH,1970,44891,1163061,503284,493898
Austria,AT,2,AT13,Wien,EP,2014,OTHER,NA,NA,NA,1516,1163061,503284,493898
Austria,AT,2,AT13,Wien,EP,2014,OVP,AUSTRIAN PEOPLE'S PARTY,OSTERREICHISCHE VOLKSPARTEI,1329,81974,1163061,503284,493898
Austria,AT,2,AT13,Wien,EP,2014,REKOS,THE REFORM CONSERVATIVES,DIE REFORMKONSERVATIVEN,2991,4592,1163061,503284,493898
Austria,AT,2,AT13,Wien,EP,2014,SPO,SOCIAL DEMOCRATIC PARTY OF AUSTRIA,SOZIALDEMOKRATISCHE PARTEI OSTERREICHS,1384,136391,1163061,503284,493898
Austria,AT,2,AT13,Wien,EP,2019,EUROPA,NA,NA,NA,10573,1157681,679709,673653
Austria,AT,2,AT13,Wien,EP,2019,FPO,FREEDOM PARTY OF AUSTRIA,FREIHEITLICHE PARTEI OSTERREICHS,463,97010,1157681,679709,673653
Austria,AT,2,AT13,Wien,EP,2019,GRUNE,THE GREENS -- THE GREEN ALTERNATIVE,DIE GRUNEN - DIE GRUNE ALTERNATIVE,1659,140334,1157681,679709,673653
Austria,AT,2,AT13,Wien,EP,2019,KPO,COMMUNIST PARTY OF AUSTRIA,KOMMUNISTISCHE PARTEI OSTERREICHS,996,8470,1157681,679709,673653
Austria,AT,2,AT13,Wien,EP,2019,NEOS,NEOS  THE NEW AUSTRIA,NEOS - DAS NEUE OSTERREICH,1970,69014,1157681,679709,673653
Austria,AT,2,AT13,Wien,EP,2019,OVP,AUSTRIAN PEOPLE'S PARTY,OSTERREICHISCHE VOLKSPARTEI,1329,144073,1157681,679709,673653
Austria,AT,2,AT13,Wien,EP,2019,SPO,SOCIAL DEMOCRATIC PARTY OF AUSTRIA,SOZIALDEMOKRATISCHE PARTEI OSTERREICHS,1384,204179,1157681,679709,673653
Austria,AT,2,AT21,Kärnten,EP,1996,FORUM HANDICAP,NA,NA,NA,2875,423394,278143,270176
Austria,AT,2,AT21,Kärnten,EP,1996,FPO,FREEDOM PARTY OF AUSTRIA,FREIHEITLICHE PARTEI OSTERREICHS,463,100775,423394,278143,270176
Austria,AT,2,AT21,Kärnten,EP,1996,GRUNE,THE GREENS -- THE GREEN ALTERNATIVE,DIE GRUNEN - DIE GRUNE ALTERNATIVE,1659,10354,423394,278143,270176
Austria,AT,2,AT21,Kärnten,EP,1996,LIF,LIBERAL FORUM,LIBERALES FORUM,605,6718,423394,278143,270176
Austria,AT,2,AT21,Kärnten,EP,1996,N,CITIZENS' INITIATIVE FOR THE RETENTION OF NEUTRALITY,DIE NEUTRALEN - BURGERINITIATIVE,1814,2155,423394,278143,270176
Austria,AT,2,AT21,Kärnten,EP,1996,OTHER,NA,NA,NA,1596,423394,278143,270176
Austria,AT,2,AT21,Kärnten,EP,1996,OVP,AUSTRIAN PEOPLE'S PARTY,OSTERREICHISCHE VOLKSPARTEI,1329,52553,423394,278143,270176
Austria,AT,2,AT21,Kärnten,EP,1996,SPO,SOCIAL DEMOCRATIC PARTY OF AUSTRIA,SOZIALDEMOKRATISCHE PARTEI OSTERREICHS,1384,93150,423394,278143,270176
Austria,AT,2,AT21,Kärnten,EP,1999,CSA,NA,NA,NA,2387,424647,185929,181914
Austria,AT,2,AT21,Kärnten,EP,1999,FPO,FREEDOM PARTY OF AUSTRIA,FREIHEITLICHE PARTEI OSTERREICHS,463,62434,424647,185929,181914
Austria,AT,2,AT21,Kärnten,EP,1999,GRUNE,THE GREENS -- THE GREEN ALTERNATIVE,DIE GRUNEN - DIE GRUNE ALTERNATIVE,1659,9788,424647,185929,181914
Austria,AT,2,AT21,Kärnten,EP,1999,LIF,LIBERAL FORUM,LIBERALES FORUM,605,2603,424647,185929,181914
Austria,AT,2,AT21,Kärnten,EP,1999,OTHER,NA,NA,NA,814,424647,185929,181914
Austria,AT,2,AT21,Kärnten,EP,1999,OVP,AUSTRIAN PEOPLE'S PARTY,OSTERREICHISCHE VOLKSPARTEI,1329,38250,424647,185929,181914
Austria,AT,2,AT21,Kärnten,EP,1999,SPO,SOCIAL DEMOCRATIC PARTY OF AUSTRIA,SOZIALDEMOKRATISCHE PARTEI OSTERREICHS,1384,65638,424647,185929,181914
Austria,AT,2,AT21,Kärnten,EP,2004,FPO,FREEDOM PARTY OF AUSTRIA,FREIHEITLICHE PARTEI OSTERREICHS,463,29105,433621,153852,149969
Austria,AT,2,AT21,Kärnten,EP,2004,GRUNE,THE GREENS -- THE GREEN ALTERNATIVE,DIE GRUNEN - DIE GRUNE ALTERNATIVE,1659,13368,433621,153852,149969
Austria,AT,2,AT21,Kärnten,EP,2004,LDM,NA,NA,NA,18887,433621,153852,149969
Austria,AT,2,AT21,Kärnten,EP,2004,OTHER,NA,NA,NA,831,433621,153852,149969
Austria,AT,2,AT21,Kärnten,EP,2004,OVP,AUSTRIAN PEOPLE'S PARTY,OSTERREICHISCHE VOLKSPARTEI,1329,33236,433621,153852,149969
Austria,AT,2,AT21,Kärnten,EP,2004,SPO,SOCIAL DEMOCRATIC PARTY OF AUSTRIA,SOZIALDEMOKRATISCHE PARTEI OSTERREICHS,1384,54542,433621,153852,149969
Austria,AT,2,AT21,Kärnten,EP,2009,BZO,ALLIANCE FOR THE FUTURE OF AUSTRIA,BUNDNIS ZUKUNFT OSTERREICH,599,31382,450336,149060,146087
Austria,AT,2,AT21,Kärnten,EP,2009,FPO,FREEDOM PARTY OF AUSTRIA,FREIHEITLICHE PARTEI OSTERREICHS,463,9989,450336,149060,146087
Austria,AT,2,AT21,Kärnten,EP,2009,GRUNE,THE GREENS -- THE GREEN ALTERNATIVE,DIE GRUNEN - DIE GRUNE ALTERNATIVE,1659,10272,450336,149060,146087
Austria,AT,2,AT21,Kärnten,EP,2009,LDM,NA,NA,NA,26339,450336,149060,146087
Austria,AT,2,AT21,Kärnten,EP,2009,OTHER,NA,NA,NA,1364,450336,149060,146087
Austria,AT,2,AT21,Kärnten,EP,2009,OVP,AUSTRIAN PEOPLE'S PARTY,OSTERREICHISCHE VOLKSPARTEI,1329,29679,450336,149060,146087
Austria,AT,2,AT21,Kärnten,EP,2009,SPO,SOCIAL DEMOCRATIC PARTY OF AUSTRIA,SOZIALDEMOKRATISCHE PARTEI OSTERREICHS,1384,37062,450336,149060,146087
Austria,AT,2,AT21,Kärnten,EP,2014,ANDERS,NA,NA,NA,2369,445394,173654,168366
Austria,AT,2,AT21,Kärnten,EP,2014,BZO,ALLIANCE FOR THE FUTURE OF AUSTRIA,BUNDNIS ZUKUNFT OSTERREICH,599,2391,445394,173654,168366
Austria,AT,2,AT21,Kärnten,EP,2014,EUSTOP,NA,NA,NA,6985,445394,173654,168366
Austria,AT,2,AT21,Kärnten,EP,2014,FPO,FREEDOM PARTY OF AUSTRIA,FREIHEITLICHE PARTEI OSTERREICHS,463,34002,445394,173654,168366
Austria,AT,2,AT21,Kärnten,EP,2014,GRUNE,THE GREENS -- THE GREEN ALTERNATIVE,DIE GRUNEN - DIE GRUNE ALTERNATIVE,1659,20987,445394,173654,168366
Austria,AT,2,AT21,Kärnten,EP,2014,NEOS,NEOS  THE NEW AUSTRIA,NEOS - DAS NEUE OSTERREICH,1970,11035,445394,173654,168366
Austria,AT,2,AT21,Kärnten,EP,2014,OVP,AUSTRIAN PEOPLE'S PARTY,OSTERREICHISCHE VOLKSPARTEI,1329,33586,445394,173654,168366
Austria,AT,2,AT21,Kärnten,EP,2014,REKOS,THE REFORM CONSERVATIVES,DIE REFORMKONSERVATIVEN,2991,1853,445394,173654,168366
Austria,AT,2,AT21,Kärnten,EP,2014,SPO,SOCIAL DEMOCRATIC PARTY OF AUSTRIA,SOZIALDEMOKRATISCHE PARTEI OSTERREICHS,1384,55158,445394,173654,168366
Austria,AT,2,AT21,Kärnten,EP,2019,EUROPA,NA,NA,NA,2134,439039,228553,224383
Austria,AT,2,AT21,Kärnten,EP,2019,FPO,FREEDOM PARTY OF AUSTRIA,FREIHEITLICHE PARTEI OSTERREICHS,463,48400,439039,228553,224383
Austria,AT,2,AT21,Kärnten,EP,2019,GRUNE,THE GREENS -- THE GREEN ALTERNATIVE,DIE GRUNEN - DIE GRUNE ALTERNATIVE,1659,22160,439039,228553,224383
Austria,AT,2,AT21,Kärnten,EP,2019,NEOS,NEOS  THE NEW AUSTRIA,NEOS - DAS NEUE OSTERREICH,1970,17259,439039,228553,224383
